Affy drosophila 2	FlyBaseName gene
1632655_at	blue
1632262_at	CG6833
1632847_at	CG13484
1626143_a_at	CG32138
1632434_at	l(3)70Da
1640670_at	btl
1623815_at	CG8100
1638338_a_at	Fbp1
1624459_at	Sox21a
1637750_at	Sox21b
1628604_at	D
1640192_at	nan
1623570_at	nuf
1624744_a_at	nuf
1634973_s_at	nuf
1630965_at	CG32141
1641101_at	CG32141
1629928_a_at	CG32141
1639564_a_at	CG7768
1631760_at	CG7768
1623570_at	CG7924
	CG34244
1634005_at	CG7906
1631231_at	fz
1639883_at	fz
1636798_at	CG13482
1640316_at	CG13481
1625648_at	CG3868
1623359_at	stwl
1631465_at	CG3919
1636947_at	bbg
1630921_at	bbg
1641003_at	CG9592
1633769_at	CG4613
1637525_s_at	Mpcp
1632222_a_at	CG9238
1625059_at	Leucokinin
1635935_at	CG34039
1636671_at	CG13479
1633530_at	HGTX
1638040_at	shd
1635002_at	shd
1634238_a_at	CG9628
1628264_a_at	RecQ5
1636974_at	dlp
1631283_at	ome
1640918_at	ome
1633832_a_at	ome
1636313_at	CG4914
1629835_at	CG5048
1622975_at	CG13477
1636786_at	CG13474
1636786_at	CG17177
1634861_at	CG17177
1627168_at	CG13476
1639158_at	CG13473
1629780_at	CG13471
1635305_s_at	Trl
1629754_s_at	Trl
1628275_at	Trl
1633713_at	Trl
1628275_at	CG42507
1629754_s_at	CG42507
1633713_at	CG33260
1635035_at	CG9384
1631492_at	CG17173
1635842_at	CG9311
1640754_at	bmm
1624483_at	CG13472
1631942_at	CG9425
1627111_at	NHP2
1633417_at	gnu
	CG17839
1623767_at	CG17839
1634335_at	CG34245
1634073_at	CG42247
1632746_at	CG42247
1637569_s_at	CG13465
1628084_at	CG13465
1637569_s_at	BobA
1628084_at	BobA
1624476_at	Tom
1636672_at	Brd
1625606_at	Ocho
1640866_at	CG3349
1634942_at	CG5114
1628947_s_at	mnd
1626609_at	CG10006
1625665_at	mRpL39
1640608_at	Prosbeta2
1633480_at	CG5392
1630846_at	CG42333
1631457_at	CG42333
1626854_at	CG32148
1626819_s_at	CG11552
1631250_at	ind
1623713_at	CG18581
1640683_at	CG12310
1635959_at	CG13461
1631350_at	CG18649
1625953_at	CG13463
1640205_at	CG13460
1634009_at	cp309
1635241_at	cp309
1632523_at	cp309
1636839_a_at	Or71a
1630923_at	CG6945
1636948_a_at	Aats-gly
1640191_a_at	CG6854
1639986_at	CG6854
1633318_at	CG6854
1635298_at	CG13458
1623375_at	CG17081
1624787_s_at	CG16959
1630907_at	CG32847
1633230_a_at	CG13457
1627885_s_at	CG12316
1637933_a_at	Pdi
1632593_at	CG32147
1638822_at	CG6859
1629453_at	FucTA
1637163_at	Msh6
1633113_at	CG6876
1636544_at	CG7011
1624690_at	CG6878
1634769_at	CG6888
1637481_at	Tollo
1626941_at	Best4
1638972_at	Best3
1627578_s_at	CG7255
	CG7255
1624790_at	Toll-6
1635492_at	CG33259
1632435_at	CG7804
1638085_at	ran-like
1624995_at	CG12355
1623128_at	CG13455
1636523_at	CG7276
1640460_at	CG7275
1634684_at	CG7272
1631286_at	CG7857
1625031_at	CG7841
1638943_at	Z600
1638943_at	gdl
1631069_a_at	gdl
1631069_a_at	gdl-ORF39
1625276_a_at	Eip71CD
1629829_at	CG13454
1636570_at	mex1
1628002_at	CG7945
1626823_a_at	CG7945
1625364_at	yellow-k
1628002_at	CG33986
	CG33985
	CG33984
1631611_at	obst-H
1627571_at	CrebA
1636068_a_at	AGO2
1637601_at	CG7739
1627254_at	CG7427
1630573_at	CG6498
1634501_at	CG16979
1630492_at	Tfb2
1640595_at	CG12301
1629188_at	CG12304
1634652_a_at	CG7656
1640295_a_at	RhoGAP71E
	RhoGAP71E
1637051_at	RhoGAP71E
1633191_at	CG7650
1633616_at	CG7650
1627214_s_at	CG7650
1637521_at	CG13449
1623544_at	comm3
1630116_at	comm3
1636156_at	CG7372
1629056_at	Eig71Ea
1623224_at	Eig71Eb
1628967_at	Eig71Ec
1625381_at	Eig71Ed
1625987_at	Eig71Ee
1635719_at	Eig71Ef
1637964_at	Eig71Eg
1635891_at	Eig71Eh
1624428_at	Eig71Ei
1630138_at	Eig71Ej
1632749_at	Eig71Ek
1635471_at	CG7304
1634780_at	CG7579
1634828_at	pgant8
1628750_at	CG34452
1635274_at	CG34451
1635336_at	comm2
1636089_at	comm
1631514_at	CG6244
1630352_at	CG13445
1637808_a_at	CG6151
1637061_at	CG6151
1628390_at	CG6151
1631721_at	CkIIalpha-i1
1632415_s_at	Dcp2
1625931_at	dbo
1631249_at	CG12713
1623551_at	CG18081
1637598_at	CG15715
1640513_a_at	CG32150
1634985_at	pHCl
1624672_at	pHCl
1641495_at	pHCl
1626545_at	pHCl
1636377_at	pHCl
1625074_at	CG12486
1623313_at	CG6114
1634134_at	CG6114
1624672_at	CG6114
1635928_a_at	Pka-C3
1625027_a_at	GXIVsPLA2
1636108_at	CG17033
1639353_at	CG17032
1625343_at	CG5931
1623666_at	CG10516
1636831_s_at	brm
1633637_at	CG17026
1639911_at	CG17029
1624975_at	CG17028
1628821_at	CG17027
1636130_at	Arf72A
1641438_at	DNApol-delta
1637612_at	Hip14
1625794_at	CG5830
1639057_at	mRpS31
1632687_at	mib1
1637977_a_at	Notum
1622951_at	Notum
1623747_at	CG5895
1636787_s_at	th
1635238_s_at	Mbs
1630456_at	Mbs
1634514_at	CG33258
1627771_at	CG13075
1633766_at	Taspase1
1625310_at	CG5235
1641321_a_at	CG5284
1632535_at	CG13074
1640920_at	CG5389
1633557_at	CG5414
1628335_at	CG5222
1635291_a_at	Zn72D
1640309_s_at	Taf4
1624037_s_at	Taf4
1639938_at	CG12272
1633803_at	Pgm
1634773_at	SsRbeta
1630543_at	CG5161
1625944_a_at	CG16838
1635736_at	CG5157
1632132_at	CG5151
1639803_at	CG5151
1633774_at	CG32152
	CG33796
	CG33795
	CG33687
	CG33688
	CG33689
1635941_at	CG33690
1632880_a_at	CG13073
1627304_at	CG13073
1627492_at	CG5018
1639013_at	CG5027
1640056_at	PDCD-5
1631196_at	MED10
1638637_at	CG34246
1637997_at	CG32155
1638637_at	CG32155
1623740_at	CG32154
1628025_at	CG13055
1632706_at	CG13054
1636456_at	CG13053
1627160_at	CG34247
1624403_at	CG13071
1627648_at	CG13070
	CG13051
1639851_at	CG13069
1640681_at	CG4950
1623452_at	CG13068
1633806_at	CG34248
1628261_at	CG13067
1631695_at	CG13066
1636118_at	CG13065
1629801_at	CG13050
1631865_at	CG13064
1632690_a_at	CG13049
1625371_at	CG13048
1629238_at	CG13047
1633809_at	CG13046
1637211_at	CG13045
1623517_at	CG4962
1641631_at	CG4982
1640181_at	CG13044
1641729_at	CG13043
1640553_at	CG13063
1627290_at	CG13042
1626643_at	CG32160
1624606_at	CG13062
1629317_at	Nplp3
1630020_at	CG13041
1632942_at	CG13060
1625884_at	CG13059
1634530_at	CG13040
1627240_at	CG13039
1631005_at	CG13038
1629140_at	CG13058
1630689_at	CG33061
1634811_at	CG33060
1633499_at	retinin
1638054_at	CG13056
1624573_at	CG4998
1624298_at	CG33257
1631996_at	mRpS34
1625422_at	CG4925
1641223_at	CG4933
1639269_a_at	Pdh
1625388_at	CG4893
1629004_at	CG34249
1638055_at	Cpr72Ea
1623596_at	Cpr72Eb
1626740_at	Cpr72Ec
1634148_at	CG4842
1629675_at	CG18814
1638722_at	roq
1624310_s_at	CG4753
1626646_s_at	CG4729
1641440_a_at	CG4877
1638786_at	CG13036
1639276_at	CG4680
1633136_a_at	CG13035
1632315_at	CG13035
1624705_a_at	fax
1639952_at	TMS1
1634404_at	CG4573
1632234_at	Aats-tyr
1624658_at	CG33158
1628301_at	CG32159
1641578_at	argos
1641693_s_at	CG32158
1633015_at	CG32158
1641146_at	st
1625043_at	CG12436
1630758_at	CG13033
1627607_at	CG4229
1626990_s_at	Mipp1
1634722_s_at	mbf1
1629074_a_at	nxf2
1626813_at	Smn
1640372_at	Rpn12
1624439_at	CG4169
1623564_at	Syx8
1630410_at	CG32163
1630410_at	l(3)73Ah
1631479_at	l(3)73Ah
1626806_at	tra
1631543_at	tra
1631543_at	spd-2
1625437_at	CG32165
1633131_s_at	CG32165
1624332_s_at	CG18217
1625437_at	CG32164
1633131_s_at	CG32164
1624332_s_at	CG4098
1623288_at	Pros26
1635950_at	Su(P)
1634070_at	CG4101
1628281_at	Mo25
1640419_at	Abl
1637773_s_at	Abl
1637773_s_at	Baldspot
1633439_at	Galpha73B
1632834_a_at	zetaCOP
1634521_at	zetaCOP
1630684_at	CG13032
1637874_at	Lasp
1627901_a_at	CG9692
1629243_at	Dab
1634870_at	CG13031
1625401_at	CG13026
1639884_at	PGRP-SB2
1636490_at	PGRP-SB1
1639810_at	Dbp73D
1633834_at	CG9701
1623966_s_at	Nrt
1629264_at	CG13025
1639908_a_at	CG9705
1631245_s_at	CG9706
1640174_at	Int6
1629048_s_at	CG9674
1629475_at	nudC
1633264_at	CG13024
1640247_at	TSG101
1623214_at	CG9669
1627694_at	CG9715
1638373_at	CG32161
1626251_at	Rh4
1627694_at	sina
1638838_at	sina
1632100_s_at	sina
1638838_at	sinah
1634127_a_at	CG13029
1632586_at	CG9951
1636953_a_at	Lmpt
1630345_at	CG32170
1629499_at	CG11915
1634439_at	CG33256
1629499_at	CG33256
1634004_at	CG13028
1633627_at	CG13023
1632514_s_at	CG11905
1638986_s_at	CG11905
1637724_s_at	CG11905
1638114_at	CG13022
1635623_at	Cpr73D
1630210_at	CG13027
1632526_s_at	Nc73EF
1632154_at	CG14060
1628915_s_at	Exn
1634563_at	CG3764
1631825_at	CG32167
1640659_s_at	CG6664
1633466_at	CG7728
1624197_a_at	CG6652
1633913_at	a10
1629441_at	Fit2
1635468_a_at	CG7730
1625664_at	CG14059
1641256_at	CG7842
1631356_at	scaf6
1632723_at	scaf6
1627184_at	scaf6
1628634_at	Papst2
1633054_at	CG14057
1631217_a_at	TpnC73F
1632439_at	TpnC73F
1624649_a_at	rogdi
1630999_at	CG7724
1634899_a_at	CG32169
1635515_at	CG32169
1641701_at	CG32169
1634899_a_at	CG6512
1634057_at	CG7707
1636084_at	CG6497
1629661_at	CG13723
1633906_at	CG6485
1625216_at	CG13724
1641472_at	CG13725
1638129_at	Or74a
1635523_a_at	CG6479
1633972_at	CG13727
1637719_at	CG16793
1638305_at	Mip
1626561_at	CG7692
1635026_at	tap
1635742_s_at	Cad74A
1630069_at	CG13728
1636637_x_at	CG13731
1626839_s_at	blot
	noe
1630943_at	sec3
1627402_a_at	CG7630
1632440_at	CG7630
1640480_at	CG33051
1640286_at	CG32174
1640480_at	CG32174
1627928_at	CG32174
1636541_at	CG32174
1626038_at	CG32174
1640286_at	frc
1640480_at	frc
1636541_at	frc
1626038_at	frc
1636541_at	CG33052
1641704_at	CG32176
1627928_at	CG12229
1632141_at	CG18265
1628208_at	CG7603
1624670_at	CG7589
1640948_at	CG7580
	CG34250
1639891_at	CG13733
1624015_at	qjt
1628128_at	CG6333
1625041_at	Oatp74D
1634366_at	CG32185
1639280_at	CG6322
1640929_at	CG7564
1640167_s_at	Edc3
1641685_at	Edc3
1637582_a_at	Nedd4
1638288_at	Nedd4
1624824_at	Jon74E
1629476_at	CG7542
1637897_at	CycT
1635639_a_at	Eip74EF
1634440_s_at	Eip74EF
1638501_at	Eip74EF
1638501_at	CG6259
1626263_at	CG7510
1637097_at	CG7497
1640656_a_at	Pep
1636837_at	CG32177
1628325_at	Krn
1628883_at	CG7484
1624928_at	TORC
1632921_at	CG34251
1624151_a_at	Ccn
	CG33924
1641565_at	CG6052
1625149_at	CG7460
1633460_at	CG6034
1638046_at	Adgf-B
1624054_at	Adgf-A
1632885_at	Msi
1627416_at	CG32182
1631451_at	CG32181
1629643_at	CG32186
1624685_at	NUCB1
1630347_at	CG5589
1625582_at	CG32187
1639222_at	CG32191
1639653_at	cln3
1638785_at	CG14585
1635095_at	CG14586
1627579_at	Grd
1625762_s_at	CG32188
1636516_at	CG32189
1625762_s_at	CG32189
1628682_at	CG5577
1637298_at	CG5567
1640637_at	MED19
1641291_at	CG7430
1628512_at	CG7441
1627343_a_at	CG5535
1625512_s_at	CG34002
1626665_at	CG7408
1638991_at	CG5506
1623884_at	CG16775
1641629_at	CG7402
1626546_s_at	Tsp74F
1624752_at	Prestin
1629820_at	CG14353
1630551_at	CG5290
1635393_s_at	Eip75B
1623164_a_at	Eip75B
1640781_a_at	Eip75B
1630854_at	CG32193
1623707_a_at	CG32192
	CG42393
1627065_at	CG34252
1628992_at	CG34253
1626303_s_at	CG34253
1622937_at	CG13698
1641579_at	mRpS26
1625410_at	CG5147
1638933_at	mus304
1633419_s_at	CG7341
1640590_at	CG32195
1634261_at	Cyp312a1
1634113_at	gk
1637706_at	CG7330
1629263_at	CG13699
1640235_at	W
1627563_at	CG7320
1624808_at	CheA75a
1639179_at	CG5103
1635408_at	CG13700
1633724_at	grim
1624859_at	rpr
1630223_at	skl
1636151_at	CG32196
1627007_at	CG4306
1623318_s_at	Met75Cb
1623318_s_at	Met75Ca
1624643_a_at	AlCR2
1634889_at	AlCR2
1636183_at	CG32198
1624962_at	star1
1638461_s_at	CG7271
1638461_s_at	term
1626491_at	CG4174
1623242_at	CG4174
1626491_at	CG13380
1623242_at	CG13380
1627495_at	CG18234
1641626_at	CG18233
1630422_at	CG18231
1625375_at	CG32201
1623331_at	CG32199
1624354_at	not
1638411_at	bora
1640082_at	MYPT-75D
	CG42495
1625004_at	CG18811
1631633_a_at	GNBP2
1624124_at	GNBP1
	CG34254
1636656_at	Sgf11
1638691_at	CG32202
1630958_at	Chmp1
1624953_at	Cyp12c1
1632615_at	CG6893
1635632_at	CG18363
1623456_at	CG12477
1634536_at	CG6885
1637993_at	MED11
1629964_at	Nufip
1635143_at	Aut1
1624520_a_at	ftz-f1
1628759_a_at	CG14073
1625792_s_at	l(3)neo26
1639480_at	Cat
1641566_s_at	Indy
1633520_at	CG32027
1632933_at	CG6865
1633161_at	CG14074
1637720_at	CG6856
1635075_at	CG6852
1622899_at	Rad9
	CG34255
1624465_at	Ugt
1637109_s_at	CG3961
1639390_at	CG11637
1632980_at	CG3902
1628603_at	RpL26
1639485_at	CG3893
1640282_at	CG6843
1624386_at	CSN1b
1628665_at	CG6841
1641311_at	CG14077
1626540_at	CG14077
1641311_at	CG14076
1626540_at	CG14076
1625487_at	CG6839
1625567_a_at	CG18223
1629184_at	CG3819
1629269_at	CG32204
1635196_at	CG6836
1626605_at	CG14075
1629846_at	CG11619
1627674_at	CG34256
1626749_a_at	CG18135
1641345_at	CG18135
1641345_at	CG3808
1641688_at	CG18136
1630361_at	nkd
1631665_at	Acp76A
1637453_at	CG3797
1631456_at	CG6812
1637641_at	Mkp3
1641361_a_at	Mkp3
1626513_at	MESR6
1637571_at	CG11577
1631127_at	CG10424
1629536_at	CG14079
1639378_at	CG10419
1630284_at	CG14082
1633726_s_at	CG14082
1633266_at	BG642378
1624219_s_at	fz2
1635583_s_at	fz2
	CG33647
1630735_at	mRpL21
1630792_at	rept
1626158_s_at	nes
1637926_s_at	CG14084
1625517_at	Max
1633418_at	CG9666
1633418_at	CG42374
1623216_s_at	CG9629
1634752_a_at	CG14085
1623442_at	CG14088
1630454_at	CG14086
1637930_at	CG14089
1629811_at	CG9619
1637930_at	CG9619
1629382_at	fal
1638333_at	pip
1634586_at	pip
1630919_at	pip
1625619_at	pip
1635809_at	pip
1626952_at	pip
1624325_at	pip
1632940_a_at	pip
1637043_at	pip
1629506_at	pip
1628159_a_at	CG32206
1626722_at	CG14087
	CG33255
1630786_at	Chd3
1623445_at	CG14095
1639096_at	CG14096
1631681_s_at	CG32214
1631681_s_at	825-Oak
	CG12519
	CG18294
1631681_s_at	CG32213
1632978_at	CG32207
1634761_at	CG9472
1641330_at	CG32212
1628150_a_at	CG9449
1633200_at	CG9449
1636526_at	CG9451
1632348_at	CG9452
1634819_at	Cpr76Ba
1635926_at	Cpr76Bb
1624011_at	Cpr76Bc
1637391_at	Cpr76Bd
1635802_s_at	CG9279
1630823_at	CG9279
1630823_at	CG32210
1624553_a_at	CG14098
1625096_at	CG9300
	Shal
1638398_at	Shal
1631425_at	CG9231
1636253_at	CG9330
1633605_at	CG14100
1629321_at	ash1
1626563_at	Taf6
1626057_a_at	CG9368
1626882_at	lush
1629468_at	CG9372
1628352_a_at	CG8798
1632835_at	CG9376
1633810_at	CG8793
1635537_at	asf1
1630121_at	CG9392
1633727_s_at	wnd
	CG8786
1639950_at	CG8786
1627352_at	Oat
1636272_at	tey
1641679_at	CG8765
1627570_a_at	CG8765
1634934_at	CG8765
1624519_at	Gbeta76C
1624035_a_at	LCBP1
1632328_at	serp
1623217_at	CG8743
1626925_at	Gyc76C
1626977_at	Gyc76C
1630560_s_at	Gyc76C
1627687_at	CG14101
1628292_s_at	HLH106
1641235_at	CG14102
	CG34257
1633880_s_at	CG8533
1632224_at	CG8533
1637160_at	CG14103
1640430_s_at	CG15881
1628330_at	CG34116
1633626_at	CG14104
1629920_at	Kap-alpha1
1628584_at	Cyp305a1
1640765_at	cyc
1629149_at	Fibp
1635240_at	Deaf1
1628306_at	trc
1633598_at	CG32221
1628801_at	kto
1634522_s_at	Papss
1630083_at	Rab8
1632073_at	CG8334
1640441_at	Mi-2
1639318_at	Su(Tpl)
1641669_a_at	CG7757
1630440_at	Mtr3
1637349_at	Rpn1
1623952_a_at	Su(z)12
1635177_at	CG7770
1628710_at	Grasp65
1634133_at	CG8004
1633804_at	RhoGDI
1628231_at	Ac76E
1631358_at	CG32219
	CG34258
	CG33710
	CG42263
1625177_at	CG14182
1641107_at	CG17732
1632090_at	hale
1626032_at	schuy
1638880_at	Csas
1637335_at	fln
1627218_a_at	CG7646
1637457_at	CG7646
1636508_at	Nca
1626489_s_at	CG7433
1635011_at	Tom20
1641540_a_at	CG7668
1627761_at	fat2
1640113_at	CG14183
1633364_at	CG14184
1624199_at	NPFR76F
1624772_at	CG14186
1627755_at	CG14185
1633365_at	CG7385
1640516_at	CG14187
1631157_at	CG7365
1632822_at	gig
1638298_at	obst-J
1639258_at	CG7335
1637216_at	CG7328
1638299_at	CG42348
1626878_at	CG42348
1624059_at	CG32223
1633446_s_at	CG6981
1625554_at	obst-F
1628405_at	CG7298
1640275_at	CG7290
1629127_at	CG6996
1623981_at	CG7017
1632076_a_at	CG6933
1639049_at	CG17145
1631668_at	Su(var)3-3
1634524_s_at	Hdm
1637644_at	CG13813
1634304_a_at	CG17233
1639552_s_at	CG6951
1628152_at	Clc
1633693_at	CG13814
1634061_a_at	rdgC
1637386_at	rdgC
1640212_at	CG32228
1625852_at	gogo
1628045_s_at	gogo
1634050_at	CG17122
1631101_at	CG6480
1630658_at	CG32226
1628167_s_at	CG6597
1635041_at	CG32225
1636189_at	polo
1632291_at	Snap
1631179_s_at	CG6680
1641642_at	CG6663
1622978_at	CG6434
1626046_s_at	CG6434
1625773_at	CG6289
1627743_at	CG5585
1626046_s_at	CG5585
1640288_s_at	eRF1
1623238_at	CG5618
1630416_at	kin17
1628168_at	CG5665
1624473_at	DNApol-alpha60
1632331_at	Toll-9
1639275_at	in
1632886_at	CG13247
1625496_at	Ide
1624530_at	RhoBTB
1631723_at	CG5498
1637990_s_at	fbl
1632551_at	CG33969
1641593_at	CG33969
1629044_at	trbl
1632238_at	CG13248
1623710_at	CG5847
1631532_at	CG5282
1625393_s_at	CG5274
1631273_at	CG5262
1623470_at	Las
1632225_a_at	Las
1624165_a_at	Psn
1629432_at	mRpL15
1635168_at	CG5872
1637229_a_at	CG11796
1623928_at	CG5910
1629373_at	CG5199
1626578_at	CG5195
1636583_at	CG5932
1625052_at	CG5955
1626508_at	CG32428
1623797_at	CG5969
1637876_a_at	CG5976
1629778_s_at	CG5130
1633965_at	CG6020
1640633_s_at	CG32425
1625503_at	CG32425
1636500_at	CG32425
1625036_at	CG18281
1632504_at	CG17637
1629112_at	CG5078
1630348_a_at	CG5059
1623480_at	mTerf3
1625377_at	CG5104
1628240_at	CG4825
1625315_at	CG4858
1624503_at	CG4786
1632953_at	CG13250
1626059_at	knrl
1632965_at	CG13251
1629097_at	kni
1635571_at	CG34260
1625883_at	CG13253
1623315_at	CG13253
1629062_at	CG13252
1639836_at	Gr77a
	CG33912
1625800_at	CG4074
1629259_at	CG4186
1623293_at	CG4042
1629503_s_at	Pitslre
1633625_s_at	Pitslre
1640826_at	CG3947
1638164_at	CG4289
1625218_at	CG11399
1627993_at	CG11396
1640844_s_at	Six4
1639931_at	CG3698
1624638_a_at	CG4365
1628318_at	Spc105R
1634970_at	CG3634
1623688_at	CG3680
1637110_at	CG3618
1638142_at	Pka-R1
1635156_s_at	Pka-R1
	Pka-R1
1628707_at	Pka-R1
1628256_at	Mst77F
1638142_at	CG3288
1635919_at	CG13255
1635627_at	CSN3
1627849_at	CG11456
1624250_at	CG32432
	Sfp77F
1638736_at	CG11458
1623200_at	fng
1624433_at	CG10589
1639845_at	CG10586
1630715_at	CG10588
1634575_at	CG11037
1636220_at	CG10587
1625673_at	CG12983
1633093_at	CG12983
1637011_at	CG12983
	CG12983
1637011_at	CG33287
	CG33286
1632754_at	CG33283
	CG34000
1627941_at	CG12984
1630269_s_at	skd
1631516_s_at	skd
1623664_at	CG10585
1628530_at	CG10584
1635970_at	Sin
1640845_at	CG10581
1626591_at	siz
1629649_at	siz
1641310_at	ko
	CG33285
1623155_at	CG33284
1637654_at	CG10566
1623998_at	CG10565
1628412_at	Ac78C
1639806_at	chb
1633765_at	asparagine-synthetase
1626529_at	CG42337
1631084_at	CG42337
1629967_s_at	park
1638784_s_at	CG34261
1633297_at	CG34261
1628251_at	CG33054
1625443_a_at	CG33054
1637050_at	CG33054
1636574_s_at	CG33056
1636843_a_at	CG10512
1632708_at	CG10510
1626447_at	CG10508
1625922_a_at	CG10508
1623133_a_at	CG10508
1634909_at	CG12975
1625014_at	Ilk
1640770_a_at	Eip78C
1641502_a_at	CG9391
1633184_at	CG9389
1641148_a_at	AcCoAS
1626366_at	ppl
1632865_s_at	CG12974
1630682_at	pzg
1635806_at	Cpr78Ca
1633426_at	Cpr78Cb
1627026_at	Edg78E
1641136_at	Cpr78Cc
	CG11309
1627004_at	CG7632
1636721_at	Pc
1623233_at	Rab26
1638744_at	Rab26
1632850_at	CG7338
1641332_at	CG7324
1630191_at	CG32436
1630696_at	CG12972
1635019_at	CG12971
1626596_at	CG32437
1627504_at	CG32440
1635199_at	CG6014
1632138_at	sa
1641529_s_at	CG6049
1624829_at	CG33288
1624248_s_at	Aef1
1640198_at	CG5664
1623243_at	CG5656
1636575_s_at	Syx7
1624360_at	croc
1636710_at	Neu2
1627211_at	CG7202
1633822_at	CG7519
1634150_s_at	Hr78
1634471_at	CG33214
1624895_at	CG7529
1632967_s_at	M6
1629805_at	SAK
1634492_s_at	CG7597
1623225_s_at	CG7611
1634492_s_at	CG7611
1630989_a_at	CG32442
1636847_s_at	Mkrn1
1627951_at	CG33289
1635974_at	Pros54
1630611_at	CG7181
1623653_at	VhaM9.7-2
1635671_at	CG33290
1635378_at	CG7177
1631946_at	CG7173
1635890_at	capaR
1638077_at	CG7634
1635634_at	CG7172
1623590_s_at	Smc5
1623104_at	Smc5
1625000_a_at	CG32441
1625094_at	CG14574
1631372_a_at	AP-2
1639666_at	S1P
1625592_s_at	CG11307
1632657_at	CG7166
1640824_at	CG11306
1629111_at	MED1
1630754_at	ORMDL
1633684_at	CG32444
1630209_at	CG32445
1626304_at	CG32446
1640641_s_at	CG33291
	CG33292
1638017_at	Cpr78E
1628970_at	CG11249
1634116_at	CG7158
1638930_s_at	CG11248
1641477_at	CG32447
1636887_s_at	CG11247
1640078_at	Rpb8
1640593_at	CG14570
1633562_at	CG14569
1636390_at	CG14568
1626692_at	CG14573
1640978_at	CG14567
1625616_at	CG14566
1630725_at	CG14572
1629731_at	CG14565
1632242_a_at	Syn1
1632192_at	CG14564
1631707_at	CG7370
1629326_s_at	eg
1640346_at	CycH
1632663_at	CG7407
1635907_at	CG7414
1638634_at	CG32448
1623686_at	CG7148
1637060_a_at	Nopp140
1624726_s_at	CG7145
1637434_at	CG14563
1627456_s_at	mub
	mub
1637669_at	CG7442
1631705_at	CG7442
1626494_at	DNApol-eta
1623670_at	CG14562
1632534_at	CG7448
1638281_at	CG7448
1639587_s_at	CG7458
1630206_at	CS-2
1637154_at	CG7470
1624830_at	Act79B
1638573_at	CG7140
1627441_at	TyrR
1627908_at	TyrR
1627908_at	CG14561
1626106_a_at	CG7139
1635564_at	CG7133
1628660_at	CG7130
1637546_at	RpLP0
	Sfp79B
1632168_at	msopa
1624934_at	olf413
1625440_at	CG15374
1635066_at	CG9063
1639264_at	Ddx1
1625684_at	CG11523
1636651_a_at	Csp
1636651_a_at	CG11489
1631114_a_at	CG11489
1630271_at	Hem
1631106_s_at	Aats-ile
1623490_at	Ten-m
1625609_at	CG32450
1637426_at	CG11449
1635757_at	laza
1631307_at	CG11438
1635276_at	CG11437
1629969_at	CG11426
1633796_at	CG11425
1641197_at	CG12377
1637740_at	CG11404
1631152_at	Trxr-2
1624921_at	CG14459
1630323_at	CG6914
	CG33766
	CG33767
	CG33768
	CG33769
1628535_at	CG33770
1628535_at	CG33771
1630625_s_at	CG33772
1627145_at	CG14457
1631981_at	CG14457
1640851_at	CG14455
1636051_at	CG14456
1625865_at	CG14454
1631673_s_at	CG14454
1633411_s_at	CG12546
1629450_at	CG14453
1633411_s_at	CG14452
1631673_s_at	CG32453
1625894_at	CG11370
1640293_s_at	CG6838
1629045_s_at	CG32452
1638117_at	CG14451
1639178_s_at	mael
1623251_at	CG14450
1625990_at	CG11367
1630293_at	CG32454
1628611_at	CG11241
1628785_at	l(3)04053
	CG7369
1638445_a_at	SPoCk
1633273_at	SPoCk
1636898_at	CG14448
1636080_a_at	jim
1636911_at	jim
1627333_at	CG11226
1631319_at	CG32462
1631393_at	CG32459
1634346_at	CG13239
1641489_at	CG33169
1632606_a_at	CG33169
1631473_at	CG33169
1630421_at	CG33170
1631473_at	CG33170
1631775_at	CG11137
1624231_s_at	Arf79F
1631775_at	Arf79F
1636476_a_at	CG11109
1630859_s_at	Chro
1638161_at	Ssl1
1630957_s_at	slif
1635817_at	CG11131
1627806_at	CG11133
1638198_at	CG12768
1632548_a_at	Mes2
1635285_at	CG32461
	CG41451
1638861_at	CG32457
1637057_at	nrm
1628313_at	CG41452
1635083_at	CG32458
1623754_s_at	Qm
1640051_s_at	CkIIalpha
1641369_at	CG33217
1641369_at	CG41454
1638248_at	CG32350
1630387_at	CG34031
1634756_at	nAcRalpha-80B
1632724_at	alpha-Cat
1635784_a_at	CG32230
1640830_at	AGO3
1630820_at	CG17454
1638687_at	CG40298
1638619_s_at	CG17698
	CG17698
1635213_at	CG40470
1631230_at	CG40053
1632547_at	CG40045
1638558_a_at	Snap25
1624634_at	nvd
1633874_at	CG12460
1624324_a_at	mRpS5
	mRpS5
1640472_at	CR32477
1625672_s_at	CR32477
1628155_at	snmRNA:438
	CR32314
1634917_at	Uhg7
1639350_at	Eip63F-2
	snmRNA:357
1629538_s_at	pncr008:3L
	CR32385
1630257_s_at	pncr015:3L
	CR32489
	CR32028
	snmRNA:838
1640954_at	pncr011:3L
	CR32078
1638103_at	pncr014:3L
	snmRNA:641
	CR32205
1639211_at	pncr009:3L
	Uhg8
	snRNA:U5:63BC
	snRNA:U7
	snRNA:U11
	snRNA:U12:73B
	tRNA:M-i:61D
	tRNA:CR32480
	tRNA:CR32481
	tRNA:CR32330
	tRNA:CR32328
	tRNA:CR32329
	tRNA:E4:62Aa
	tRNA:E4:62Ab
	tRNA:E4:62Ac
	tRNA:CR32324
	tRNA:E4:62Ad
	tRNA:E4:62Ae
	tRNA:CR32312
